City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
258,Rio Grande,BR,2022-02-06 12:38:38,-32.035,-52.0986,71.71,64,7,16.6
259,Puerto Ayora,EC,2022-02-06 12:38:38,-0.7393,-90.3518,73.54,94,76,5.01
260,Vagay,RU,2022-02-06 12:38:38,57.9375,69.0217,14.61,95,100,3.78
261,Ponta Do Sol,PT,2022-02-06 12:38:39,32.6667,-17.1,70.12,54,9,12.88
262,Voyvozh,RU,2022-02-06 12:38:39,62.892,54.9635,12.85,91,91,8.97
263,Belaya Gora,RU,2022-02-06 12:38:40,68.5333,146.4167,-41.44,100,79,0.65
264,Nicoya,CR,2022-02-06 12:38:40,10.1483,-85.452,76.55,77,8,4.65
265,Vestmannaeyjar,IS,2022-02-06 12:38:41,63.4427,-20.2734,31.19,69,0,14.97
266,Sao Filipe,CV,2022-02-06 12:38:41,14.8961,-24.4956,73.9,68,0,7.16
267,Palauig,PH,2022-02-06 12:38:41,15.435,119.9045,78.6,72,52,3.96
268,Verkh-Usugli,RU,2022-02-06 12:38:42,52.7,115.1667,-7.62,98,64,3.22
269,Canaries,ES,2022-02-06 12:38:42,28.0,-15.5,64.36,64,20,19.57
270,Henties Bay,NA,2022-02-06 12:38:43,-22.116,14.2845,72.86,74,76,9.69
271,Saint-Philippe,RE,2022-02-06 12:38:43,-21.3585,55.7679,85.59,75,100,17.69
272,Zarate,AR,2022-02-06 12:38:44,-34.0981,-59.0286,62.04,75,0,13.0
273,Artyom,AZ,2022-02-06 12:38:44,40.4723,50.333,46.54,64,17,16.93
274,Goianesia,BR,2022-02-06 12:38:45,-15.3175,-49.1175,76.84,77,99,4.07
275,Wote,KE,2022-02-06 12:38:45,-1.7808,37.6288,86.13,32,93,10.63
276,Northam,GB,2022-02-06 12:38:45,51.0333,-4.2167,55.02,88,94,28.97
277,Road Town,VG,2022-02-06 12:36:55,18.4167,-64.6167,73.99,77,33,19.37
278,Carnarvon,AU,2022-02-06 12:39:46,-24.8667,113.6333,78.87,61,0,24.16
279,Tricase,IT,2022-02-06 12:39:47,39.9304,18.3553,59.83,72,57,4.23
280,Atar,MR,2022-02-06 12:39:47,20.5169,-13.0499,89.69,5,0,6.89
281,Hamilton,US,2022-02-06 12:39:48,39.1834,-84.5333,18.72,90,0,1.01
282,Ureki,GE,2022-02-06 12:39:48,41.9956,41.7786,42.76,95,100,2.98
283,Rock Sound,BS,2022-02-06 12:39:49,24.9,-76.2,74.86,68,43,16.69
284,Alyangula,AU,2022-02-06 12:36:18,-13.8483,136.4192,80.47,78,100,5.75
285,Saint-Augustin,CA,2022-02-06 12:39:49,51.226,-58.6502,-5.91,74,70,17.76
286,Sampit,ID,2022-02-06 12:39:50,-2.5333,112.95,75.87,95,100,0.78
287,Tuy Hoa,VN,2022-02-06 12:39:50,13.0833,109.3,73.36,91,100,7.56
288,Freeport,US,2022-02-06 12:38:35,40.6576,-73.5832,20.98,64,0,1.99
289,Mozarlandia,BR,2022-02-06 12:39:51,-14.7447,-50.5706,80.37,78,100,1.25
